Neighborhood,PostalCode Latitude,PostalCode Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
University of Texas,30.284226808122693,-97.73344248811786,Delicious Thai,30.286365227396175,-97.74257472438909,Thai Restaurant
University of Texas,30.284226808122693,-97.73344248811786,Pho Thaison,30.28249130903859,-97.7422922965907,Vietnamese Restaurant
University of Texas,30.284226808122693,-97.73344248811786,Hoa Hoa - Dobie Mall,30.283558882983435,-97.74116706057356,Vietnamese Restaurant
University of Texas,30.284226808122693,-97.73344248811786,Bonbon Bánh Mi,30.286242,-97.742492,Vietnamese Restaurant
Hyde Park,30.30785551300386,-97.72702005850502,Wok 'N Express,30.310694781570785,-97.73282331598664,Chinese Restaurant
Rosewood,30.27515725971281,-97.7091636064654,Cuauhtli's Ramen Stand,30.277992994943272,-97.71543521368247,Noodle House
East Congress,30.210779013723812,-97.76349103294002,Inari,30.215627,-97.762137,Japanese Restaurant
East Congress,30.210779013723812,-97.76349103294002,JeonJu Korean Grill,30.213786707868294,-97.75529151500218,Korean Restaurant
Gateway,30.391539285378872,-97.74008536081047,Fire Bowl Cafe,30.39502161596378,-97.74951331930731,Chinese Restaurant
Gateway,30.391539285378872,-97.74008536081047,Tso Chinese Delivery,30.38470407101771,-97.74113416671752,Chinese Restaurant
Gateway,30.391539285378872,-97.74008536081047,Haru,30.386704977485962,-97.74187186437221,Japanese Restaurant
Gateway,30.391539285378872,-97.74008536081047,Drunk Fish,30.391092606028952,-97.74854929246904,Japanese Restaurant
Gateway,30.391539285378872,-97.74008536081047,Hanara Sushi,30.391005,-97.748668,Sushi Restaurant
Gateway,30.391539285378872,-97.74008536081047,Blue Basil,30.385771,-97.737022,Thai Restaurant
University Hills,30.313946777183215,-97.67008049134982,China Kitchen,30.313661916408105,-97.66428601098758,Chinese Restaurant
Dawson,30.233038521516256,-97.76160857800285,Taste Of China,30.23749367941532,-97.75516222221063,Chinese Restaurant
Dawson,30.233038521516256,-97.76160857800285,Shanding,30.228194652283268,-97.75484583149338,Chinese Restaurant
Dawson,30.233038521516256,-97.76160857800285,Lulu B's,30.22645300862257,-97.7622265009143,Vietnamese Restaurant
Govalle,30.25878681320181,-97.70180576232897,Bento Picnic Grab & Go Kiosk,30.263261,-97.696443,Japanese Restaurant
Garrison Park,30.209106436444554,-97.80097568911344,Hao Hao Restaurant,30.201454847364896,-97.80554393393707,Chinese Restaurant
Garrison Park,30.209106436444554,-97.80097568911344,Tuktuk,30.215997,-97.796643,Thai Restaurant
Coronado Hills,30.326156078150078,-97.68501169974685,Oriental Express,30.329851205729135,-97.68847778267299,Chinese Restaurant
Brentwood,30.3307047341763,-97.73247392322199,D K Sushi and Seoul Asian Food Market,30.32519853016313,-97.7272348678905,Japanese Restaurant
Brentwood,30.3307047341763,-97.73247392322199,Chi'lantro,30.32473301088047,-97.74002795953423,Korean Restaurant
Brentwood,30.3307047341763,-97.73247392322199,Titaya's Thai Cuisine,30.323745276727788,-97.7273508734789,Thai Restaurant
Brentwood,30.3307047341763,-97.73247392322199,Sap's Fine Thai Cuisine,30.333477249712047,-97.74087458994259,Thai Restaurant
Brentwood,30.3307047341763,-97.73247392322199,Heo Eatery,30.331041575817622,-97.7234620473087,Vietnamese Restaurant
Brentwood,30.3307047341763,-97.73247392322199,Best Taste Pho Saigon,30.324491,-97.739759,Vietnamese Restaurant
RMMA,30.2975531036294,-97.70117671703856,Bao'd Up,30.29865055386554,-97.70437596382368,Chinese Restaurant
RMMA,30.2975531036294,-97.70117671703856,Kyoten,30.298444,-97.707366,Sushi Restaurant
RMMA,30.2975531036294,-97.70117671703856,Xian Sushi & Noodle,30.30284128293787,-97.69908232723816,Noodle House
Windsor Park,30.311459339076883,-97.69222341933633,Deluxe Chinese Buffet,30.316441483720915,-97.69798596346803,Chinese Restaurant
Wooten,30.360311585476882,-97.72231198924142,Din Ho Chinese BBQ,30.36118802125498,-97.71565249339463,Chinese Restaurant
Wooten,30.360311585476882,-97.72231198924142,Shu Shu's Asian Cuisine,30.36323640037842,-97.7285520710945,Chinese Restaurant
Wooten,30.360311585476882,-97.72231198924142,Julie's Noodles,30.361164224285208,-97.71577382714347,Chinese Restaurant
Wooten,30.360311585476882,-97.72231198924142,Pan Grill 盼盼烧烤,30.36166,-97.715593,Chinese Restaurant
Wooten,30.360311585476882,-97.72231198924142,Lucky Bakery,30.361711408446393,-97.71528840065002,Chinese Restaurant
Wooten,30.360311585476882,-97.72231198924142,Tien Hong Chinese Restaurant,30.363196,-97.728985,Chinese Restaurant
Wooten,30.360311585476882,-97.72231198924142,Julie's Noodle & Dumplings,30.361222866324773,-97.71583822538791,Chinese Restaurant
Wooten,30.360311585476882,-97.72231198924142,CoCo's Cafe,30.361182216139483,-97.71558881745258,Bubble Tea Shop
Wooten,30.360311585476882,-97.72231198924142,Ramen Tatsu-ya,30.36110093445147,-97.71531358858363,Ramen Restaurant
Wooten,30.360311585476882,-97.72231198924142,Ramen Tatsu-ya,30.36110093445147,-97.71531358858363,Noodle House
Wooten,30.360311585476882,-97.72231198924142,Phó Vân,30.361184807549733,-97.71551589029993,Noodle House
Wooten,30.360311585476882,-97.72231198924142,Sunflower Restaurant,30.361853463681648,-97.7154676511655,Noodle House
Wooten,30.360311585476882,-97.72231198924142,Tan My Restaurant,30.36380535726103,-97.7141859121093,Vietnamese Restaurant
Wooten,30.360311585476882,-97.72231198924142,Phó Vân,30.361184807549733,-97.71551589029993,Vietnamese Restaurant
Wooten,30.360311585476882,-97.72231198924142,Sunflower Restaurant,30.361853463681648,-97.7154676511655,Vietnamese Restaurant
Wooten,30.360311585476882,-97.72231198924142,Bon Bon Banh Mi,30.361125,-97.715506,Vietnamese Restaurant
Wooten,30.360311585476882,-97.72231198924142,360 Cafe,30.36112359079233,-97.71542643101289,Vietnamese Restaurant
West Congress,30.21586685573846,-97.77239547349407,Inari,30.215627,-97.762137,Japanese Restaurant
